vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
2.49,326.33,81.0,9.28,27.57,1.54,337.7,63,1090,50.78
9.67,268.46,97.4,7.2,22.95,2.51,468.1,37,2243,30.9
3.65,222.41,83.0,6.05,68.13,0.85,393.9,79,1541,52.68
4.54,362.56,101.1,5.52,23.71,1.09,82.7,10,2425,52.8
9.95,359.88,21.3,6.93,67.98,4.25,435.1,40,2682,28.15
2.75,426.32,52.4,7.7,49.86,4.5,342.8,72,2281,35.0
8.7,433.31,103.3,5.09,95.76,4.77,110.5,83,1671,21.47
8.11,403.62,59.2,2.2,9.61,2.86,57.9,63,2941,41.86
1.18,248.5,54.4,5.37,88.13,1.56,485.9,87,2107,50.19
7.24,214.95,46.8,9.18,65.86,0.57,465.5,24,1737,51.27
7.49,294.68,36.6,7.65,78.98,3.47,107.1,37,1267,46.26
8.35,237.92,86.7,9.25,58.15,3.44,175.2,3,2073,40.04
4.96,466.87,95.1,7.26,5.8,2.57,447.6,2,1240,43.79
9.78,213.06,119.4,6.29,5.02,1.66,285.3,71,2078,35.76
4.71,360.42,68.0,4.55,75.72,1.62,258.5,26,1222,52.05
2.12,341.58,106.4,2.35,15.36,2.82,404.4,36,1415,53.58
9.76,413.91,113.8,8.0,79.11,3.05,87.2,67,1750,25.45
3.63,445.95,27.1,8.09,51.33,0.8,332.0,97,2363,45.19
6.94,352.26,34.5,7.77,73.81,2.57,174.4,70,2246,39.8
0.91,327.02,98.5,2.69,57.6,4.17,436.8,98,2008,41.06
0.71,458.42,97.2,6.69,6.5,0.26,94.3,63,2513,56.43
2.27,205.76,94.2,4.04,36.76,0.29,365.1,24,1387,64.82
9.74,451.89,55.9,3.66,67.18,0.88,144.1,8,2787,42.65
5.27,267.19,62.1,2.21,18.27,4.88,194.0,4,2131,56.18
0.83,248.71,25.7,9.36,14.43,0.34,493.1,72,2647,59.04
7.03,326.27,115.9,2.24,97.83,0.22,367.1,31,1214,42.01
8.77,250.14,112.2,9.04,31.79,4.13,278.2,4,769,32.84
9.55,447.72,110.6,3.67,85.16,4.13,342.4,42,547,18.1
4.32,301.97,107.6,2.79,55.09,3.65,447.7,77,2158,36.83
9.23,434.84,106.0,8.76,69.35,3.13,254.7,83,2593,17.16
6.23,472.16,54.3,7.52,39.14,0.92,82.3,62,1236,49.48
5.02,245.47,111.8,7.84,56.86,0.64,426.8,20,2578,42.16
6.64,212.46,80.2,4.91,18.18,0.45,102.7,3,2073,63.54
4.6,474.86,93.6,4.6,32.22,4.17,290.0,57,2185,33.69
2.65,399.66,24.5,3.88,27.76,4.64,491.4,36,963,49.09
7.72,471.45,35.6,3.77,58.59,0.64,435.4,33,2130,45.81
6.36,202.07,44.5,9.2,86.89,4.15,370.3,88,1074,33.76
8.56,323.61,23.9,6.02,72.04,0.78,56.9,3,1055,60.2
7.94,434.73,98.9,2.82,27.94,3.75,367.8,20,2627,30.08
5.58,443.88,24.5,9.37,75.47,1.67,278.6,29,2337,45.58
3.43,291.6,48.0,2.88,19.23,0.47,370.2,28,1719,70.55
0.43,410.12,116.0,8.68,64.56,1.43,469.6,92,938,36.36
3.37,391.54,42.9,4.25,55.51,4.22,93.0,70,2350,48.25
4.22,343.05,78.5,5.99,42.91,1.62,155.9,28,2553,51.37
2.78,324.48,111.1,3.88,13.02,1.39,310.8,26,1029,54.75
5.71,378.71,73.4,8.35,41.51,4.27,200.2,48,1268,39.18
7.7,275.72,113.3,1.17,33.08,4.92,407.3,48,1917,35.37
7.33,465.58,79.0,1.98,41.97,3.54,79.7,10,2718,41.67
9.71,380.22,116.3,9.18,39.04,1.44,124.6,92,2464,24.51
9.06,390.63,67.8,8.44,43.87,3.91,493.2,54,1241,24.71
8.42,317.85,72.2,3.7,88.79,3.59,72.5,86,636,35.5
5.54,479.41,80.1,1.69,29.55,2.14,344.5,50,2962,40.3
1.86,374.71,63.7,9.28,84.16,2.45,406.4,22,1816,47.38
2.5,404.11,100.4,9.53,43.14,4.9,156.7,29,2209,35.67
9.34,394.26,21.3,2.46,52.66,3.93,157.6,87,931,39.66
5.17,255.83,109.8,6.68,45.37,0.32,321.4,45,1028,47.27
7.38,434.88,39.3,9.38,87.32,4.13,453.0,60,2251,24.85
8.4,470.67,23.2,8.46,38.74,0.52,326.3,23,852,47.02
0.67,402.9,48.3,7.14,14.44,3.78,329.2,62,663,48.16
5.04,412.03,77.8,5.21,76.68,4.57,122.8,11,1571,45.35
7.21,382.28,112.5,5.84,85.96,0.26,50.3,7,2899,38.98
7.03,247.49,32.8,5.03,87.99,0.78,159.8,5,997,60.28
0.58,304.76,41.0,9.23,42.39,4.07,485.8,67,723,45.0
7.76,246.38,83.0,4.79,5.05,0.52,461.1,94,1207,47.24
4.94,342.25,78.9,6.67,10.15,1.44,427.2,56,849,47.18
2.24,407.26,43.4,2.35,55.43,4.49,286.8,37,2325,51.09
1.84,306.99,23.5,6.9,76.31,0.32,487.3,17,1167,64.76
9.74,459.2,111.1,5.21,34.65,4.76,193.5,79,1862,19.73
8.31,236.01,116.4,8.69,83.33,0.41,66.9,59,2177,38.0
7.88,225.36,90.5,9.33,83.18,0.45,480.4,67,546,32.73
0.3,415.56,101.4,2.16,34.29,2.68,56.7,42,2996,53.01
4.71,476.1,73.4,1.01,87.31,2.68,136.9,47,702,43.02
7.11,202.93,106.2,2.47,53.72,2.68,410.5,73,2190,36.65
6.52,315.44,79.4,5.28,8.3,1.33,111.8,61,1572,54.95
6.58,224.67,45.2,7.79,82.8,0.13,54.9,39,1988,60.03
4.59,231.58,108.9,2.95,40.41,2.19,233.6,47,1646,53.25
0.4,283.03,39.4,2.85,60.19,0.65,54.2,1,769,76.34
5.46,307.16,34.6,6.2,43.78,4.11,253.3,7,2784,46.01
2.22,345.18,32.6,5.6,60.39,2.42,291.3,45,1553,58.69
9.23,270.35,91.5,3.43,82.67,4.44,108.2,38,1013,33.81
9.95,278.86,92.6,8.56,43.32,4.98,191.2,78,2319,20.45
3.05,218.24,56.9,3.26,24.43,0.33,252.8,25,1578,75.94
2.49,452.94,81.4,7.08,84.15,2.17,177.6,45,1055,44.32
3.54,439.91,27.3,6.96,24.56,2.85,289.0,28,2721,49.34
3.26,278.56,87.2,1.9,31.81,3.5,70.8,30,843,59.59
7.81,298.61,44.5,7.79,32.24,3.09,480.7,35,1741,44.4
9.33,203.25,51.9,7.69,45.35,2.48,457.8,55,1525,41.1
3.55,307.83,94.0,3.05,11.36,4.25,137.2,90,587,46.31
7.33,209.33,42.5,5.41,35.4,3.52,197.4,52,933,50.16
5.64,400.56,52.2,1.24,84.57,2.94,235.8,30,2580,46.4
1.43,281.47,32.3,7.68,85.33,1.0,237.5,91,724,53.05
7.31,231.8,113.2,3.54,56.33,3.68,215.2,90,1711,38.38
7.86,290.37,26.4,8.31,57.88,2.66,200.8,81,1386,45.18
4.85,467.31,95.9,8.36,88.46,3.6,452.8,84,2239,18.36
8.46,280.12,46.2,3.89,46.25,0.32,287.1,74,1960,50.37
9.43,285.56,96.8,1.84,41.21,3.75,145.5,20,2315,41.94
4.4,222.59,85.6,1.97,44.43,2.03,301.8,42,2490,54.07
0.61,421.57,52.7,3.37,65.27,1.21,356.4,96,1662,53.75
2.93,382.26,53.5,1.24,50.91,4.33,463.8,1,1050,51.23
0.63,409.58,84.2,9.16,21.1,3.31,138.6,84,1999,46.15
6.43,412.94,113.0,9.15,20.79,1.38,84.5,83,923,38.75
4.12,312.27,119.9,6.9,65.84,0.32,337.5,96,2103,39.54
9.24,236.25,98.9,1.91,17.68,2.03,289.2,21,1756,48.64
6.14,461.2,56.2,2.0,61.94,2.39,201.1,13,2559,48.5
0.2,425.38,43.8,4.92,95.89,0.7,470.7,34,2321,53.02
6.8,367.73,115.4,1.68,27.52,2.71,376.8,2,1902,44.81
5.03,281.52,91.4,5.54,63.03,0.75,406.1,96,2931,36.05
8.4,267.08,70.4,8.67,73.8,4.62,471.4,41,2836,22.2
6.36,313.24,37.2,9.66,85.04,1.61,159.4,0,2488,47.78
2.54,478.87,106.0,5.55,63.71,1.06,181.6,57,1787,47.9
5.66,453.1,38.9,2.65,78.91,0.57,86.8,73,2676,48.47
9.17,285.39,25.6,3.43,44.09,4.55,383.4,75,2476,33.74
9.16,256.76,51.1,8.56,79.67,0.12,177.9,1,1957,51.4
4.88,444.08,26.2,2.52,60.57,0.77,234.5,29,1260,60.08
0.53,450.66,111.3,1.99,18.59,3.3,294.0,19,2137,53.63
6.72,421.64,40.5,2.35,73.01,0.72,71.8,2,1121,61.59
9.04,202.51,47.1,6.49,18.48,1.9,186.4,0,1978,57.96
8.22,286.04,37.7,6.13,15.87,0.31,326.5,61,583,52.65
0.63,445.93,33.4,2.71,65.41,1.17,233.9,31,2618,60.67
0.54,386.76,96.1,1.25,63.62,3.36,403.0,48,1155,48.59
1.43,240.0,25.0,6.02,57.69,2.11,231.9,28,1016,68.08
3.03,412.51,59.1,3.83,69.74,1.12,90.8,87,1502,55.8
8.63,455.74,119.0,3.23,28.92,2.89,205.1,66,1481,34.14
3.83,265.89,36.0,6.78,42.13,2.23,315.0,39,2345,53.69
1.99,425.54,62.2,5.71,37.37,2.44,270.9,33,2080,52.79
7.15,267.24,108.1,8.91,97.95,4.27,137.9,100,2761,18.48
1.89,227.23,84.4,4.57,39.13,0.77,445.0,38,2173,58.98
3.24,287.26,73.0,6.32,89.51,1.65,102.6,90,1374,49.9
8.84,414.26,92.0,1.39,52.11,0.31,153.3,20,2130,47.17
8.54,469.77,42.9,2.58,38.7,2.84,441.2,6,1839,43.34
4.28,241.3,33.2,3.48,45.42,2.4,269.6,75,2040,58.02
0.58,246.29,87.9,1.33,73.15,3.18,396.4,50,2386,49.77
8.63,407.73,92.5,6.14,16.0,3.8,164.7,88,963,32.37
8.55,338.28,34.9,4.77,82.87,1.47,65.7,45,1684,54.7
4.08,251.5,39.9,2.44,47.91,1.69,466.0,24,2814,53.68
5.26,378.54,104.6,4.59,30.04,2.95,208.9,85,1649,43.22
6.38,282.11,111.1,3.04,69.21,2.48,369.9,49,1330,41.33
8.96,462.88,95.4,9.72,28.3,0.73,481.7,12,1599,34.79
9.27,451.45,44.6,3.09,66.25,1.23,380.3,43,2337,40.09
4.31,205.64,91.4,1.44,93.29,0.62,429.1,17,1428,56.84
7.04,243.97,42.6,1.29,45.56,2.85,188.6,66,2989,46.71
9.32,432.85,37.1,2.36,36.76,1.01,258.9,80,938,45.63
9.32,469.02,86.1,2.64,43.34,3.13,414.6,37,2432,29.24
8.35,380.2,47.2,4.14,34.2,3.57,147.3,85,2513,38.77
3.3,262.85,103.8,5.45,42.86,1.72,316.5,67,1292,48.52
6.95,393.98,89.9,6.56,82.92,2.19,294.5,71,2184,29.32
4.19,423.95,104.5,3.04,27.05,1.82,281.6,17,2344,50.01
5.83,374.43,102.6,1.04,23.06,3.61,334.1,75,1704,39.39
5.37,243.78,46.2,3.99,32.15,4.02,140.6,89,2871,43.32
6.28,431.16,50.5,4.2,38.73,4.88,198.9,2,2072,44.1
4.77,273.17,100.5,5.64,71.28,2.09,145.5,95,1256,42.2
9.26,332.88,106.5,4.09,65.01,3.27,260.1,1,1798,37.41
6.55,308.97,63.4,2.0,97.93,4.54,93.6,84,2133,38.66
7.58,269.05,60.8,4.23,57.07,0.7,199.6,2,1784,58.39
3.51,479.22,71.7,1.72,62.31,0.15,371.1,2,1955,57.31
2.17,277.62,90.3,1.03,47.53,3.77,464.2,92,1748,47.77
3.44,317.05,114.3,9.24,87.38,0.1,459.0,31,899,39.19
2.89,446.34,28.7,3.2,10.12,0.5,282.9,8,1366,71.05
1.92,462.95,52.5,4.72,5.4,4.64,354.6,65,2879,39.55
3.54,474.7,24.4,6.68,37.87,3.56,382.8,71,853,42.77
1.89,221.21,20.8,7.02,91.53,4.11,58.5,55,589,55.89
2.3,292.28,78.4,5.25,95.55,4.01,163.4,74,2447,40.7
0.82,479.9,53.0,3.75,56.34,4.23,53.4,86,1996,49.52
9.57,445.75,74.7,5.96,93.86,0.35,367.4,28,1940,33.94
8.02,398.47,114.4,1.0,8.87,1.66,94.6,50,2886,42.68
9.62,258.83,26.2,2.6,65.01,4.37,143.1,51,832,46.48
7.66,448.66,109.3,5.93,50.36,1.85,366.3,38,2454,30.38
6.47,325.09,42.1,6.85,76.23,3.7,295.9,75,1145,38.73
6.04,466.77,79.6,1.62,77.64,4.56,200.8,28,2470,33.52
4.44,268.41,99.6,2.72,12.64,0.47,466.3,43,2418,51.29
7.33,373.47,82.8,7.8,43.15,0.33,119.4,76,1068,44.11
3.24,373.23,63.2,5.47,88.33,3.21,479.6,6,1312,46.65
4.72,255.13,42.5,5.84,49.35,4.81,278.4,3,1520,55.13
9.16,303.06,63.7,1.42,17.45,2.73,102.7,66,1873,52.65
4.13,228.81,25.9,7.94,91.12,1.83,167.9,21,1354,63.26
3.73,411.72,116.7,8.52,68.77,0.75,393.2,93,1777,32.76
8.7,383.17,29.8,4.65,83.87,2.06,298.6,89,1271,40.68
9.8,266.19,114.0,6.92,85.98,0.3,391.8,88,697,24.18
4.26,247.62,105.4,6.72,43.88,2.94,186.1,15,2019,51.17
2.18,454.04,20.4,3.08,37.77,3.66,59.4,31,2867,58.12
7.15,389.88,88.8,1.9,83.02,0.9,259.8,17,1133,47.58
7.27,216.92,111.3,6.92,80.64,4.29,400.9,96,654,21.92
9.58,445.4,90.6,5.79,49.85,3.63,198.3,82,1552,27.8
8.58,260.25,49.0,3.72,58.94,1.38,297.7,13,1371,54.6
4.62,477.3,53.1,4.23,97.4,0.94,431.5,26,2135,44.51
5.79,319.63,56.4,2.8,17.25,2.78,460.5,27,911,52.79
5.02,410.37,79.4,1.77,47.04,3.25,423.7,100,2659,32.05
6.61,289.26,46.2,7.77,74.19,3.15,208.6,75,1447,42.65
4.63,382.8,43.0,5.94,8.18,3.1,208.3,25,1967,56.8
6.12,463.67,86.5,8.77,58.25,3.1,176.1,13,1765,37.7
8.43,363.99,77.4,8.23,74.37,3.48,449.6,3,1448,33.76
6.99,469.89,31.3,4.32,92.03,1.27,125.3,10,1440,53.48
4.68,387.55,47.1,4.41,50.67,2.44,134.3,5,1372,61.3
4.61,284.9,48.3,3.93,13.94,2.82,71.7,40,2626,57.16
3.11,449.22,86.0,8.31,87.32,1.83,418.5,36,1308,38.5
8.16,427.76,87.5,2.92,47.22,1.12,59.7,81,2720,36.95
9.55,362.18,39.6,7.79,37.8,3.71,416.5,90,924,26.74
1.64,475.95,26.0,5.39,41.39,2.9,242.0,49,2323,55.14
5.65,300.3,90.2,9.85,72.68,1.37,392.4,1,1044,41.12
2.97,237.63,47.3,7.14,88.51,3.23,50.4,86,2093,52.1
6.42,207.69,104.6,7.09,30.03,3.55,353.4,67,2486,34.28
3.75,255.45,97.1,6.77,44.51,0.48,369.7,14,1519,57.49
8.39,300.08,34.5,1.4,72.54,0.77,55.8,21,545,56.98
1.02,401.0,73.8,8.81,71.45,4.2,194.7,86,1136,38.73
3.4,359.66,28.9,8.08,19.4,1.57,244.5,48,1747,62.27
3.56,464.72,64.8,6.19,67.31,1.68,391.3,12,1546,49.87
5.3,325.07,110.2,2.01,30.6,3.5,437.5,35,1343,41.69
1.35,331.55,81.2,7.56,19.27,1.87,479.1,43,597,49.76
7.71,382.74,90.6,2.37,43.35,2.65,315.6,97,2427,31.15
8.15,347.2,64.7,2.13,14.22,4.53,235.6,100,1591,40.21
1.01,409.07,41.4,7.81,89.08,1.61,399.2,8,1533,59.03
8.83,266.59,56.5,5.34,80.51,4.23,444.5,68,1656,31.98
3.0,316.84,104.9,7.28,87.02,4.8,286.6,93,1645,31.14
4.18,298.86,81.6,6.49,69.86,3.76,497.6,80,1808,34.59
0.74,380.52,41.0,5.11,95.25,3.15,283.4,78,2225,46.9
4.42,421.05,77.1,8.77,44.32,4.8,83.5,56,2908,31.31
9.22,242.49,23.5,7.68,49.54,4.78,488.9,68,721,32.9
1.09,457.31,64.0,8.32,12.87,0.57,367.6,66,2138,53.11
7.46,470.81,26.8,6.49,9.15,1.02,253.2,79,1139,48.8
0.94,267.09,86.8,4.62,23.22,2.96,359.3,20,1858,60.44
5.64,362.9,78.1,7.48,77.78,2.14,317.1,80,1616,37.84
5.11,408.87,114.5,8.47,60.52,1.86,477.5,72,2245,28.44
5.31,297.5,43.0,5.54,45.84,4.16,482.9,98,2790,32.09
4.85,208.88,48.9,4.75,82.06,2.45,335.4,74,1368,51.46
7.35,448.28,96.7,5.1,52.81,3.11,458.6,81,2064,24.79
8.38,415.06,93.7,7.73,50.38,2.4,158.8,0,2071,38.17
6.0,280.32,93.8,5.74,47.93,1.36,299.3,45,849,47.05
6.42,478.69,22.1,1.47,31.28,4.65,428.2,52,576,39.8
4.27,450.47,27.8,8.16,28.69,0.53,213.9,63,2731,50.67
0.56,372.58,102.8,1.58,28.64,0.88,469.4,97,733,51.42
1.63,335.57,36.8,7.61,34.31,2.69,479.7,27,2991,48.19
8.76,367.21,84.8,7.73,10.36,3.37,403.8,10,1690,39.53
2.26,361.29,66.3,2.2,10.72,0.7,326.0,56,2504,61.32
3.46,470.72,96.9,5.61,39.34,1.91,253.6,0,697,48.97
8.47,292.59,77.6,7.6,42.2,2.83,482.9,78,1490,35.12
1.25,276.27,38.2,3.28,74.66,0.72,71.8,58,2836,62.96
7.34,346.34,38.4,6.88,69.08,0.13,365.7,98,2620,38.33
4.63,309.73,78.6,1.37,44.88,3.99,54.2,26,2911,48.61
5.37,464.09,85.1,6.34,58.84,1.1,290.0,34,1327,45.94
8.37,344.27,83.3,4.16,29.08,1.87,374.6,38,1640,44.24
4.92,272.84,81.6,2.79,57.24,4.69,59.6,69,2161,46.35
6.85,465.42,75.4,5.92,56.86,3.51,130.4,16,2338,37.42
4.83,291.28,119.9,8.31,13.09,4.38,360.6,83,1250,33.32
0.2,366.45,119.4,6.43,50.72,2.03,351.7,100,2180,40.36
8.72,238.51,42.5,3.84,50.62,4.16,404.6,18,1932,44.58
7.73,417.04,23.0,6.71,98.95,1.3,228.7,38,796,41.92
5.91,301.54,71.7,1.32,32.96,1.31,153.0,37,1643,63.9
6.68,382.64,118.6,7.54,28.52,2.24,103.5,18,957,40.67
9.09,245.23,110.7,3.56,58.43,1.35,390.5,41,1033,37.16
6.59,221.12,40.9,5.65,99.03,3.68,374.8,20,2932,36.52
6.79,452.12,78.2,8.61,56.25,0.71,239.4,94,2209,35.12
9.03,294.77,71.8,8.82,63.26,0.88,139.9,34,2387,40.16
7.92,361.09,32.8,6.54,7.76,1.58,126.1,25,2157,57.47
0.26,413.42,67.3,5.04,6.68,3.9,277.0,32,2703,50.02
9.68,279.52,69.3,6.18,19.08,2.74,182.6,22,2768,42.11
8.58,334.65,47.2,9.55,73.22,2.92,161.1,55,691,33.37
7.38,215.0,98.9,9.74,86.36,3.16,488.7,38,2731,22.65
6.16,469.05,96.5,6.79,6.86,2.33,227.5,96,2230,34.32
7.04,407.33,101.3,2.66,37.29,2.91,117.2,73,2148,40.09
5.08,307.51,54.2,4.13,41.8,1.04,140.9,45,876,60.82
9.19,277.31,112.7,3.06,91.04,0.83,472.4,9,2222,34.9
3.13,300.03,37.9,2.35,65.97,2.03,93.2,28,2098,65.97
9.36,478.13,47.0,6.58,40.32,0.71,265.0,93,2199,37.48
3.16,303.48,71.0,1.25,37.81,3.62,342.9,80,2711,43.5
2.13,337.66,34.4,3.24,92.85,4.25,454.9,95,1952,42.82
7.06,453.74,31.9,9.01,97.98,3.16,315.3,90,2572,24.29
2.67,458.81,43.8,2.7,16.3,2.69,269.7,96,2483,50.53
5.9,385.26,118.6,5.31,99.09,1.45,380.9,18,2944,27.38
9.75,360.48,81.3,3.23,97.46,3.39,326.8,72,976,24.57
3.04,276.14,50.3,4.36,51.45,3.49,198.1,32,2029,56.02
8.17,381.18,74.1,4.21,22.22,2.85,238.1,94,2728,34.08
2.31,378.17,88.4,2.69,91.3,4.81,450.6,78,887,32.01
4.02,333.4,111.8,1.36,74.53,3.03,286.3,13,2193,45.13
2.14,278.77,91.9,6.12,69.49,3.66,112.4,54,1745,51.63
4.81,410.05,47.7,1.54,36.87,0.35,275.1,10,1020,64.94
0.82,228.99,53.0,7.45,16.22,3.96,169.2,98,2564,52.03
6.22,432.17,48.4,2.88,13.39,4.93,486.5,87,1433,39.51
0.25,381.07,99.6,6.36,15.46,0.92,360.9,27,2221,55.64
4.88,256.22,77.9,5.53,12.16,2.38,180.9,41,2300,53.73
2.65,461.76,84.1,8.16,68.77,2.31,106.5,12,1661,50.84
7.12,430.4,117.4,2.44,5.86,2.01,167.7,92,2766,34.8
7.38,207.09,58.4,4.29,44.93,1.31,223.2,75,2914,47.88
7.64,375.27,20.2,4.67,47.71,0.61,88.8,76,1381,57.81
4.98,417.46,90.6,5.64,56.5,4.9,198.5,80,1452,33.33
3.02,293.54,78.8,6.45,74.56,0.75,76.6,98,637,50.64
9.87,429.97,99.2,2.46,71.33,1.47,217.6,50,1781,36.27
7.29,298.11,24.3,9.33,91.04,1.87,335.9,97,973,37.31
5.76,254.66,115.4,1.38,60.24,2.38,255.1,54,1109,47.18
3.88,257.32,64.5,8.68,13.95,1.86,106.4,71,2518,53.65
3.81,351.47,82.7,5.4,67.96,3.38,447.7,98,553,32.02
0.19,263.44,44.4,8.82,73.66,2.95,263.1,93,2227,49.56
9.91,359.81,46.0,5.72,97.86,3.83,201.0,11,821,35.41
1.8,358.54,39.5,4.49,95.05,4.73,166.4,25,1428,55.8
1.36,215.45,60.8,5.97,35.86,0.25,406.5,79,1247,62.05
9.94,252.07,25.5,3.47,11.35,2.27,496.3,52,2114,45.7
10.0,435.04,114.3,6.03,45.85,4.79,433.3,95,1642,13.32
5.87,428.85,88.5,2.22,85.84,1.15,429.0,30,2671,36.23
6.64,308.7,49.6,3.77,62.47,3.26,229.5,100,2176,42.62
3.96,366.81,107.7,8.27,92.82,4.98,87.6,27,1873,34.3
8.78,368.31,36.9,2.83,77.35,3.72,54.2,85,1298,44.96
5.94,203.88,28.6,1.51,71.32,1.73,317.4,66,2118,59.13
6.64,411.63,58.6,2.04,64.54,2.37,109.4,4,1341,55.71
4.44,325.63,68.7,4.84,32.87,4.03,217.1,89,2474,41.14
6.75,262.89,32.6,4.56,76.44,3.33,111.4,29,1592,54.64
2.31,422.95,72.9,10.0,16.54,4.82,301.2,36,825,40.6
2.08,339.64,106.2,8.79,7.0,4.48,98.0,95,1273,41.73
4.19,222.2,59.7,2.29,80.26,4.95,334.4,38,2251,45.42
9.79,396.52,50.8,4.39,91.42,1.56,391.9,92,2162,29.35
4.35,346.1,52.0,6.59,52.12,1.12,249.9,60,2957,45.62
0.91,280.92,69.3,3.7,7.46,2.77,250.4,30,2478,60.93
6.22,300.29,24.6,3.85,47.6,4.84,494.1,35,1754,45.8
6.71,276.88,113.5,5.56,47.74,0.53,295.1,82,2201,38.42
9.44,461.05,67.5,3.26,74.12,4.51,308.1,42,631,24.88
8.57,341.68,60.5,9.19,40.1,3.1,409.2,75,1657,30.83
8.87,229.0,86.6,3.88,12.57,3.48,443.4,15,1349,46.1
7.2,282.78,27.1,9.24,79.75,0.26,321.3,14,2983,47.85
3.88,314.71,92.3,3.52,27.1,2.89,409.4,43,896,45.01
3.16,233.22,106.8,5.09,98.48,4.06,141.6,42,2843,38.24
6.71,301.31,118.1,1.3,63.21,1.02,193.2,83,1454,47.6
6.69,310.07,68.6,1.58,57.15,2.62,478.1,3,988,48.04
3.1,479.75,42.1,7.16,85.99,1.9,296.8,10,1970,51.57
7.47,341.29,109.6,8.24,73.89,4.56,272.2,23,1766,30.02
4.31,453.22,65.3,8.98,97.52,4.02,440.5,62,1882,26.9
3.96,308.26,47.1,4.16,28.46,2.84,341.9,71,2992,47.42
9.77,216.86,66.9,5.57,51.59,2.37,118.1,39,664,42.98
7.32,277.02,69.0,5.86,96.81,3.32,214.9,83,2744,31.63
5.85,341.56,113.9,1.83,51.2,0.93,388.1,15,604,47.25
0.69,233.76,41.5,7.01,12.7,0.56,356.9,74,1352,70.59
2.66,295.3,114.6,8.96,79.54,2.17,147.7,25,2902,38.59
4.05,237.61,101.7,2.27,46.26,1.04,288.0,42,2525,52.53
9.86,244.11,94.4,6.82,29.02,4.67,493.1,13,2218,29.76
4.98,445.3,66.7,1.57,17.34,0.24,490.9,52,1828,52.6
3.9,309.78,86.3,6.93,91.4,3.76,209.3,3,1592,45.33
1.44,274.46,27.2,6.27,73.59,3.22,483.4,93,1049,50.05
8.11,223.63,111.1,4.73,52.58,3.42,93.7,81,2990,29.79
4.35,435.41,95.1,9.13,19.29,1.72,190.5,42,1554,48.48
5.66,273.06,62.9,6.48,19.72,4.8,279.4,84,598,38.97
5.92,233.34,63.1,8.05,61.36,3.01,83.7,82,2584,42.64
2.11,236.38,27.1,8.35,58.95,1.66,289.4,58,601,58.51
1.73,277.91,118.6,2.47,99.75,3.42,274.4,63,2920,38.03
5.61,264.81,62.1,3.54,42.58,3.88,136.1,19,2745,48.27
6.1,264.08,87.2,7.91,98.56,3.23,60.1,4,1669,48.23
8.48,391.69,52.7,2.69,21.95,2.22,296.6,67,517,41.18
2.49,430.55,46.8,9.11,92.19,1.55,176.7,39,1753,50.79
4.91,448.02,84.1,4.05,10.85,4.6,332.1,22,2078,39.62
6.83,452.65,111.1,4.66,37.26,1.62,426.7,75,1648,32.56
6.98,456.96,22.5,9.2,48.51,3.17,402.8,45,2902,33.16
4.52,446.47,77.8,2.26,80.3,2.19,91.4,7,2387,50.01
2.08,446.07,83.0,9.55,32.85,2.63,467.6,41,2190,38.02
1.54,343.62,56.8,7.23,13.38,4.41,209.9,14,745,56.55
6.71,264.33,90.2,6.52,10.63,1.51,441.6,51,583,42.73
6.97,226.17,57.0,6.48,97.2,2.93,269.4,45,2596,38.69
4.34,412.66,62.4,3.9,89.73,2.97,488.3,2,2879,35.72
6.57,261.4,48.3,5.08,28.5,1.53,199.9,79,2657,51.49
8.32,456.55,95.8,6.13,45.46,4.58,402.8,58,2313,18.91
9.58,377.33,55.5,1.8,41.78,1.64,218.4,80,1222,45.13
7.02,307.84,62.3,1.76,29.43,3.61,448.1,34,2437,42.44
3.04,306.72,91.5,5.38,8.65,3.77,327.7,48,2954,39.91
8.6,300.99,21.4,9.53,57.43,3.12,473.3,53,2247,35.6
8.47,390.11,91.5,2.35,37.32,1.95,173.2,22,1747,47.15
6.46,223.22,79.3,1.56,73.03,0.59,64.2,31,2923,53.04
2.22,326.38,32.8,8.68,84.85,2.23,173.6,55,2122,51.48
2.43,423.37,62.2,4.16,65.58,1.03,59.2,94,530,50.17
3.32,392.4,36.6,7.02,8.0,3.2,218.5,16,1092,60.22
0.84,402.68,29.9,8.08,63.1,1.3,444.2,42,1763,58.44
2.21,250.16,95.4,4.16,16.03,0.68,251.6,86,2240,58.8
5.96,358.23,110.3,6.9,24.56,3.23,464.9,54,1888,32.77
3.38,450.27,115.9,9.07,28.53,3.29,166.0,1,714,39.36
1.05,443.33,64.1,7.84,37.29,0.74,326.3,46,683,54.05
1.38,299.28,63.1,7.79,33.74,2.82,122.8,46,1877,61.03
8.92,372.79,105.9,1.46,52.7,1.75,215.4,12,1411,46.09
1.83,471.64,79.0,3.2,5.21,3.42,452.0,30,2446,46.81
3.2,461.05,99.8,9.29,67.11,0.27,171.6,91,2526,35.64
6.38,475.46,62.2,2.34,50.79,2.53,391.5,63,794,36.75
7.0,209.88,69.8,3.08,20.23,4.89,461.2,50,863,41.39
9.34,245.39,114.6,1.01,65.78,4.07,52.5,41,1453,41.81
2.16,224.22,73.7,4.4,74.88,0.91,339.5,11,2654,55.79
0.79,446.27,91.9,2.53,38.67,0.68,233.3,75,2466,52.12
